Date,Open,High,Low,Close,Adj Close,Volume
7/16/2021,1830.1,1831.4,1814.5,1814.5,1814.5,78
7/15/2021,1831.6,1833,1823.4,1828.4,1828.4,99
7/14/2021,1813.1,1829,1813.1,1824.3,1824.3,707
7/13/2021,1808.1,1812,1800.6,1809.4,1809.4,78
07-12-2021,1802.6,1805.5,1799.5,1805.5,1805.5,147
07-09-2021,1803.6,1810.1,1798.8,1810,1810,218
07-08-2021,1797,1818.5,1797,1799.6,1799.6,148
07-07-2021,1798.7,1808.4,1797.2,1801.5,1801.5,244
07-06-2021,1786.7,1809.8,1786.7,1793.5,1793.5,332
07-02-2021,1778.7,1787.9,1778.3,1782.6,1782.6,23
07-01-2021,1775.7,1781.2,1768.8,1775.9,1775.9,44
6/30/2021,1761.1,1770.8,1759.2,1770.8,1770.8,51
6/29/2021,1776.8,1777.1,1752.1,1762.8,1762.8,419
6/28/2021,1779.6,1779.6,1779.6,1779.6,1779.6,888
6/25/2021,1777.7,1788,1775.2,1776.6,1776.6,35
6/24/2021,1778.9,1786.4,1775.6,1775.6,1775.6,78
6/23/2021,1780.7,1793.2,1780.6,1782.3,1782.3,136
6/22/2021,1783.4,1786.9,1775.9,1776.3,1776.3,101
6/21/2021,1768.8,1785.2,1766.8,1781.8,1781.8,38
6/18/2021,1775.7,1792.4,1767.9,1767.9,1767.9,354
6/17/2021,1811.8,1823.3,1769.6,1773.8,1773.8,1135
6/16/2021,1859.4,1860.1,1809.2,1859.5,1859.5,117
6/15/2021,1866.4,1867.2,1854.4,1854.5,1854.5,78
6/14/2021,1866.2,1866.6,1846.5,1864,1864,41
06-11-2021,1900.9,1902.3,1875.2,1877.4,1877.4,349
06-10-2021,1887.7,1899.8,1871.5,1894.2,1894.2,186
06-09-2021,1894.9,1897.7,1889.2,1893.2,1893.2,148
06-08-2021,1896.5,1902.9,1890,1892.2,1892.2,930
06-07-2021,1890.5,1899.7,1883.2,1896.8,1896.8,87
06-04-2021,1869.3,1895.5,1854,1889.8,1889.8,367
06-03-2021,1908.8,1908.8,1865,1871.2,1871.2,1021
06-02-2021,1899.2,1908.8,1896,1907.5,1907.5,1267
06-01-2021,1905.1,1916.2,1892.8,1902.9,1902.9,640
5/28/2021,1897.5,1905.4,1881.9,1902.5,1902.5,2415
5/27/2021,1896.8,1903.9,1888.2,1895.7,1895.7,35794
5/26/2021,1901.3,1901.3,1901.3,1901.3,1901.3,170526
5/25/2021,1882.5,1898.1,1882.5,1898.1,1898.1,56
5/24/2021,1882.1,1884.6,1882.1,1884.6,1884.6,39
5/21/2021,1872.1,1876.7,1872.1,1876.7,1876.7,5
5/20/2021,1865.5,1885,1864.8,1881.8,1881.8,85
5/19/2021,1866.4,1884.9,1863.6,1881.3,1881.3,348
5/18/2021,1870.5,1870.5,1867.8,1867.8,1867.8,3
5/17/2021,1849.9,1867.5,1847.2,1867.5,1867.5,13
5/14/2021,1824.5,1842.9,1824.5,1837.9,1837.9,41
5/13/2021,1814.7,1826.8,1814.1,1823.8,1823.8,100
05-12-2021,1825.2,1825.2,1821.7,1822.6,1822.6,3
05-11-2021,1837.2,1838.1,1831.6,1835.9,1835.9,420
05-10-2021,1835.6,1845.6,1835.4,1837.5,1837.5,13
05-07-2021,1842.9,1842.9,1831.1,1831.1,1831.1,2
05-06-2021,1788.9,1815.5,1787.6,1815.5,1815.5,13
05-05-2021,1781.5,1784.1,1779.2,1784.1,1784.1,57
05-04-2021,1788.2,1788.5,1774.8,1775.8,1775.8,182
05-03-2021,1788.5,1793,1788.5,1791.4,1791.4,18
4/30/2021,1771.8,1771.8,1763.9,1767.3,1767.3,18
4/29/2021,1781,1789,1758.6,1768.1,1768.1,196
4/28/2021,1768.2,1774,1764.6,1773.2,1773.2,756
4/27/2021,1780,1782,1777.7,1778,1778,117
4/26/2021,1778,1779.7,1770.8,1779.2,1779.2,549
4/23/2021,1786.1,1794.5,1772,1777,1777,332
4/22/2021,1794.2,1794.2,1779.5,1781.2,1781.2,159
4/21/2021,1783,1794.1,1777.7,1792.3,1792.3,250
4/20/2021,1769.3,1777.3,1765.5,1777.3,1777.3,1464
4/19/2021,1782.1,1788.5,1769.4,1769.4,1769.4,144
4/16/2021,1770.4,1779.5,1770.1,1779,1779,625
4/15/2021,1740.1,1767.9,1740.1,1765.4,1765.4,368
4/14/2021,1741.3,1745.9,1732.7,1734.9,1734.9,1037
4/13/2021,1733.8,1746.9,1722.1,1746.2,1746.2,367
04-12-2021,1740.8,1740.8,1726.7,1731.2,1731.2,40
04-09-2021,1750.8,1750.8,1733.3,1743.3,1743.3,484
04-08-2021,1736,1758,1734.6,1756.8,1756.8,1298
04-07-2021,1742.7,1742.7,1733.7,1740.1,1740.1,557
04-06-2021,1726.9,1744.8,1726.9,1741.5,1741.5,890
04-05-2021,1727.9,1729.7,1721.9,1727,1727,275
04-01-2021,1706.8,1728.8,1706.4,1726.5,1726.5,720
3/31/2021,1683.7,1713.8,1676.5,1713.8,1713.8,762
3/30/2021,1711,1712.6,1676.5,1683.9,1683.9,25316
3/29/2021,1712.1,1712.1,1712.1,1712.1,1712.1,135457
3/26/2021,1721.3,1732.2,1721.3,1732.2,1732.2,33
3/25/2021,1732.7,1733.2,1724.5,1724.9,1724.9,15
3/24/2021,1727.5,1732.9,1727.5,1732.9,1732.9,26
3/23/2021,1724.7,1724.7,1724.7,1724.7,1724.7,6
3/22/2021,1737.8,1737.8,1737.8,1737.8,1737.8,51
3/19/2021,1742.2,1742.2,1733.6,1741.4,1741.4,13
3/18/2021,1745.8,1750.3,1721.8,1732.2,1732.2,138
3/17/2021,1735.3,1750.1,1725.6,1726.8,1726.8,488
3/16/2021,1732.3,1733.9,1726,1730.6,1730.6,729
3/15/2021,1729.5,1731.9,1722.8,1728.9,1728.9,147
03-12-2021,1715.9,1722.5,1699,1719.5,1719.5,80
03-11-2021,1725.6,1737.5,1720.2,1722.3,1722.3,18
03-10-2021,1713.6,1722.9,1711,1721.5,1721.5,412
03-09-2021,1686.2,1717.5,1685.2,1716.6,1716.6,335
03-08-2021,1704.7,1705.4,1673.7,1677.7,1677.7,1290
03-05-2021,1690.6,1701,1685,1698,1698,302
03-04-2021,1706.5,1717.4,1700.2,1700.2,1700.2,521
03-03-2021,1730,1732.4,1703.5,1715.3,1715.3,501
03-02-2021,1709.4,1733.1,1708.7,1733.1,1733.1,867
03-01-2021,1737.1,1747,1720.3,1722.5,1722.5,407
2/26/2021,1768.1,1768.2,1718.8,1728.1,1728.1,1593
2/25/2021,1801.5,1802,1766.7,1774.4,1774.4,1049
2/24/2021,1805.8,1805.8,1796.4,1796.4,1796.4,1500
2/23/2021,1809.6,1811.3,1796.4,1804.4,1804.4,569
2/22/2021,1784,1807.8,1784,1806.7,1806.7,165
2/19/2021,1764.3,1787.6,1764.3,1775.8,1775.8,118
2/18/2021,1776.1,1784.6,1766,1773.4,1773.4,587
2/17/2021,1785.8,1789.7,1768.8,1771.1,1771.1,614
2/16/2021,1820.9,1823.4,1787.3,1797.2,1797.2,1141
02-12-2021,1825,1827.5,1809.2,1821.6,1821.6,259
02-11-2021,1840.5,1845,1820.9,1824.9,1824.9,602
02-10-2021,1842.6,1851.1,1837,1840.6,1840.6,543
02-09-2021,1841.9,1843.3,1830.7,1835.3,1835.3,184
02-08-2021,1816.3,1836.7,1809,1831.9,1831.9,254
02-05-2021,1794.3,1813.5,1790.9,1810.9,1810.9,1278
02-04-2021,1832.2,1832.2,1782.8,1788.9,1788.9,2375
02-03-2021,1834.8,1842.4,1829.8,1832.2,1832.2,1195
02-02-2021,1859.6,1861.3,1827.6,1830.5,1830.5,1293
02-01-2021,1866.6,1871.9,1850,1860.8,1860.8,1494
1/29/2021,1842,1876,1838.7,1847.3,1847.3,1634
1/28/2021,1843.4,1862.9,1831.5,1837.9,1837.9,27283
1/27/2021,1844.9,1844.9,1844.9,1844.9,1844.9,195540
1/26/2021,1855.8,1855.8,1850.7,1850.7,1850.7,59
1/25/2021,1864.7,1864.7,1851.8,1854.9,1854.9,26
1/22/2021,1854.9,1855.7,1852.7,1855.7,1855.7,8
1/21/2021,1865.3,1868,1865.3,1865.3,1865.3,6
1/20/2021,1847.8,1866.6,1844.4,1865.9,1865.9,16
1/19/2021,1802,1842.9,1802,1839.5,1839.5,13
1/15/2021,1829.4,1829.4,1825,1829.3,1829.3,31
1/14/2021,1836.7,1850.7,1836.7,1850.3,1850.3,149
1/13/2021,1858,1858.6,1853.6,1853.6,1853.6,189
01-12-2021,1849,1859.7,1839.4,1842.9,1842.9,176
01-11-2021,1826.5,1849.6,1826.5,1849.6,1849.6,20
01-08-2021,1908,1908,1834.1,1834.1,1834.1,60
01-07-2021,1922.6,1926.7,1912,1912.3,1912.3,122
01-06-2021,1952,1959.9,1901.5,1906.9,1906.9,331
01-05-2021,1941.7,1952.7,1941.3,1952.7,1952.7,113
01-04-2021,1912.2,1945.1,1912.2,1944.7,1944.7,154
12/31/2020,1897,1901.3,1892.7,1893.1,1893.1,127
12/30/2020,1879.9,1895.8,1877.3,1891,1891,444
12/29/2020,1881.3,1881.3,1879.7,1879.7,1879.7,343
12/28/2020,1895.5,1895.8,1873.7,1877.2,1877.2,75
12/24/2020,1877.3,1879.9,1875.7,1879.9,1879.9,46
12/23/2020,1867,1878.8,1864.5,1874.7,1874.7,82
12/22/2020,1882.2,1882.2,1861,1866.6,1866.6,233
12/21/2020,1884.8,1908,1869.1,1879.2,1879.2,136
12/18/2020,1882.4,1889.5,1882.3,1885.7,1885.7,276
12/17/2020,1874.2,1896.2,1874.2,1887.2,1887.2,414
12/16/2020,1856.5,1864.7,1850.5,1856.1,1856.1,1090
12/15/2020,1833.5,1853.6,1833.2,1852.3,1852.3,961
12/14/2020,1835.5,1835.7,1822.7,1828.7,1828.7,258
12-11-2020,1838.5,1846,1829.1,1839.8,1839.8,109
12-10-2020,1833.2,1849.1,1828,1833.6,1833.6,177
12-09-2020,1867.1,1867.1,1827,1834.6,1834.6,215
12-08-2020,1863,1875.8,1861.8,1870.8,1870.8,121
12-07-2020,1836.5,1866.9,1820.8,1861.8,1861.8,1427
12-04-2020,1840.7,1847.6,1828.2,1835.9,1835.9,1213
12-03-2020,1829.2,1842,1825.3,1836.8,1836.8,1765
12-02-2020,1811.3,1830,1807.8,1825.7,1825.7,771
12-01-2020,1775,1815.9,1774.9,1814.1,1814.1,1859
11/30/2020,1785,1787.2,1762.3,1775.7,1775.7,3145
11/27/2020,1806.1,1817,1770.7,1781.9,1781.9,71804
11/25/2020,1801.4,1805.7,1801.4,1805.7,1805.7,205754
11/24/2020,1829.3,1829.3,1799.3,1804.8,1804.8,1041
11/23/2020,1834.8,1837.8,1829.2,1837.8,1837.8,843
11/20/2020,1871.2,1872.6,1871.2,1872.6,1872.6,1900
11/19/2020,1865.8,1865.8,1856,1861.1,1861.1,59
11/18/2020,1873.5,1873.5,1873.5,1873.5,1873.5,152
11/17/2020,1888.4,1888.4,1884.5,1884.5,1884.5,59
11/16/2020,1874.6,1887.3,1871,1887.3,1887.3,6
11/13/2020,1877,1890.1,1876.8,1885.7,1885.7,240
11-12-2020,1869,1878.5,1866.6,1872.6,1872.6,220
11-11-2020,1878.8,1878.8,1855.5,1860.7,1860.7,222
11-10-2020,1879.3,1885.3,1871.2,1875.4,1875.4,276
11-09-2020,1955.6,1963.2,1847.1,1853.2,1853.2,745
11-06-2020,1940.8,1958.8,1940.8,1950.3,1950.3,304
11-05-2020,1901.7,1948,1901.7,1945.3,1945.3,135
11-04-2020,1893.8,1907,1885.3,1894.6,1894.6,782
11-03-2020,1891.5,1908.5,1891.5,1908.5,1908.5,712
11-02-2020,1872.9,1894.7,1872.9,1890.4,1890.4,190
10/30/2020,1862.8,1886.6,1862.8,1877.4,1877.4,725
10/29/2020,1876.1,1879.8,1858.8,1865.6,1865.6,240
10/28/2020,1870.9,1876.2,1870.9,1876.2,1876.2,277
10/27/2020,1904.6,1908.8,1904.4,1908.8,1908.8,176
10/26/2020,1895.5,1907,1893.5,1902.7,1902.7,242
10/23/2020,1899.9,1913.3,1896.2,1902,1902,287
10/22/2020,1924.3,1924.3,1898.2,1901.1,1901.1,899
10/21/2020,1913.6,1927.3,1913.6,1924.6,1924.6,1202
10/20/2020,1901.3,1910.4,1896.1,1910.4,1910.4,329
10/19/2020,1907.3,1907.8,1899.5,1906.4,1906.4,43
10/16/2020,1898.5,1900.8,1898.5,1900.8,1900.8,53
10/15/2020,1897.3,1906.3,1889.6,1903.2,1903.2,254
10/14/2020,1889.7,1910.8,1882.5,1901.3,1901.3,33
10/13/2020,1921.9,1922.2,1887,1888.5,1888.5,191
10-12-2020,1924,1926.5,1921.6,1922.5,1922.5,96
10-09-2020,1909.3,1929.1,1905.1,1919.5,1919.5,580
10-08-2020,1893,1893,1882.7,1888.6,1888.6,348
10-07-2020,1874.1,1889.8,1873.1,1883.6,1883.6,50
10-06-2020,1906.6,1918,1874.4,1901.1,1901.1,968
10-05-2020,1898.9,1915.6,1884.7,1912.5,1912.5,1360
10-02-2020,1893.9,1913,1893.9,1900.2,1900.2,530
10-01-2020,1884.1,1909.6,1882.5,1908.4,1908.4,730
9/30/2020,1893,1899.7,1879.8,1887.5,1887.5,600
9/29/2020,1876.5,1895.4,1872.4,1894.3,1894.3,3283
9/28/2020,1872.8,1872.8,1872.8,1872.8,1872.8,10455
9/25/2020,1856.3,1857.7,1856.3,1857.7,1857.7,4
9/24/2020,1851.5,1868.3,1851.5,1868.3,1868.3,365
9/23/2020,1875.5,1875.5,1859.9,1859.9,1859.9,5
9/22/2020,1913.1,1913.1,1898.6,1898.6,1898.6,331
9/21/2020,1946.2,1946.2,1883.4,1901.2,1901.2,52
9/18/2020,1950.5,1952.1,1949,1952.1,1952.1,38
9/17/2020,1939,1946,1933.7,1940,1940,67
9/16/2020,1961.3,1961.4,1956.7,1960.2,1960.2,124
9/15/2020,1955.8,1968.5,1955.8,1956.3,1956.3,74
9/14/2020,1946.3,1953.1,1943,1953.1,1953.1,55
09-11-2020,1944,1949.5,1937.8,1937.8,1937.8,73
09-10-2020,1944.1,1962.7,1944.1,1954.2,1954.2,722
09-09-2020,1926.9,1946.2,1924.6,1944.7,1944.7,219
09-08-2020,1930.9,1937.9,1903.1,1933,1933,271
09-04-2020,1927.9,1939.7,1917.7,1923.9,1923.9,607
09-03-2020,1937.1,1938.8,1923,1927.6,1927.6,179
09-02-2020,1967.3,1967.3,1934.4,1934.4,1934.4,71
09-01-2020,1961.7,1986.3,1961.7,1968.2,1968.2,186
8/31/2020,1970,1971.3,1953.3,1967.6,1967.6,158
8/28/2020,1927.1,1971.3,1922.5,1964.6,1964.6,778
8/27/2020,1948.9,1972.5,1921.6,1921.6,1921.6,2303
8/26/2020,1909.7,1950.8,1909.7,1940.7,1940.7,287
8/25/2020,1927.5,1928.5,1911.8,1911.8,1911.8,176
8/24/2020,1930.2,1940,1922.2,1927.7,1927.7,85
8/21/2020,1941,1945,1908.9,1934.6,1934.6,184
8/20/2020,1941.2,1948.3,1922.3,1933.8,1933.8,106
8/19/2020,1980,1980,1938.7,1958.7,1958.7,347
8/18/2020,2001.1,2002.8,1972.1,1999.4,1999.4,92
8/17/2020,1949.6,1985,1949.6,1985,1985,97
8/14/2020,1938.7,1947.4,1937,1937,1937,201
8/13/2020,1921.5,1957.4,1916.9,1956.7,1956.7,71
08-12-2020,1923,1946.6,1871.6,1934.9,1934.9,404
08-11-2020,2012.4,2016,1904,1932.6,1932.6,971
08-10-2020,2026.4,2043.8,2017.5,2024.4,2024.4,233
08-07-2020,2040.1,2055,2009.6,2010.1,2010.1,808
08-06-2020,2045.5,2063,2040,2051.5,2051.5,294
08-05-2020,2024,2050.2,2011,2031.1,2031.1,1422
08-04-2020,1971,2016.2,1968.8,2001.2,2001.2,2010
08-03-2020,1984.3,1984.3,1955.5,1966,1966,683
7/31/2020,1948.6,1981.1,1948,1962.8,1962.8,2914
7/30/2020,1963.4,1965.1,1930,1942.3,1942.3,28853
7/29/2020,1953.2,1953.5,1952.6,1953.5,1953.5,209835
7/28/2020,1931.5,1944.7,1928.6,1944.7,1944.7,825
7/27/2020,1901.7,1938,1901.5,1931,1931,364
7/24/2020,1884.3,1897.3,1884.3,1897.3,1897.3,474
7/23/2020,1868.7,1890.3,1868.5,1889.1,1889.1,133
7/22/2020,1858.1,1867,1854.7,1864.1,1864.1,213
7/21/2020,1822,1842.4,1822,1842.4,1842.4,117
7/20/2020,1807,1817.3,1807,1815.9,1815.9,89
7/17/2020,1798.5,1810.1,1798.5,1808.3,1808.3,24
7/16/2020,1810.9,1810.9,1794.3,1798.7,1798.7,146
7/15/2020,1806.1,1813.5,1806.1,1811.4,1811.4,167
7/14/2020,1791,1811.5,1791,1810.6,1810.6,339
7/13/2020,1805,1811,1805,1811,1811,164
07-10-2020,1805.5,1805.5,1797.7,1798.2,1798.2,236
07-09-2020,1816.1,1819.8,1799.2,1799.2,1799.2,396
07-08-2020,1801.5,1817.9,1801.5,1815.5,1815.5,209
07-07-2020,1789.3,1804.2,1783.3,1804.2,1804.2,751
07-06-2020,1788.2,1790.1,1788.2,1788.5,1788.5,172
07-02-2020,1773.4,1784,1768.7,1784,1784,215
07-01-2020,1793.6,1798,1765.8,1773.2,1773.2,331
6/30/2020,1777.3,1793.2,1774.4,1793,1793,986
6/29/2020,1779.8,1780.2,1774.3,1774.8,1774.8,584
6/26/2020,1766,1772.5,1764.7,1772.5,1772.5,640
6/25/2020,1761.7,1764.8,1759.8,1762.1,1762.1,207
6/24/2020,1778.3,1783.1,1764.5,1765.8,1765.8,961
6/23/2020,1755.4,1776.3,1754.2,1772.1,1772.1,666
6/22/2020,1755.2,1767.6,1750.5,1756.7,1756.7,1356
6/19/2020,1723.7,1750.7,1723.5,1745.9,1745.9,1329
6/18/2020,1730.5,1734.1,1717.3,1724.8,1724.8,110
6/17/2020,1714.7,1729.2,1714.7,1729.2,1729.2,51
6/16/2020,1726.3,1729.6,1722.4,1729.6,1729.6,22
6/15/2020,1730,1730,1703.3,1720.3,1720.3,188
06-12-2020,1724.9,1743,1724.9,1729.3,1729.3,318
06-11-2020,1737.2,1744.1,1720,1732,1732,347
06-10-2020,1716.1,1740.8,1711.9,1713.3,1713.3,718
06-09-2020,1694.6,1720.9,1692,1714.7,1714.7,690
06-08-2020,1679.1,1699.4,1675.9,1698.3,1698.3,587
06-05-2020,1711.8,1711.8,1668.6,1676.2,1676.2,1502
06-04-2020,1694.5,1718.9,1694.5,1718.9,1718.9,807
06-03-2020,1726.3,1726.3,1684.5,1697.8,1697.8,2755
06-02-2020,1743,1745.5,1721.8,1725.2,1725.2,741
06-01-2020,1740.4,1747,1727.1,1737.8,1737.8,871
5/29/2020,1718.8,1738.3,1715.1,1736.9,1736.9,1526
5/28/2020,1709.3,1727.8,1705,1713.3,1713.3,23355
5/27/2020,1685.6,1710.3,1685.6,1710.3,1710.3,137416
5/26/2020,1726.4,1726.4,1704.8,1704.8,1704.8,39
5/22/2020,1726.6,1734.6,1726.6,1734.6,1734.6,6
5/21/2020,1746.8,1746.8,1720.5,1720.5,1720.5,528
5/20/2020,1751.6,1752.1,1745.6,1750.6,1750.6,16
5/19/2020,1744.2,1749.5,1744.2,1744.2,1744.2,167
5/18/2020,1755.7,1770.5,1731.8,1731.8,1731.8,229
5/15/2020,1739.7,1753.4,1739.7,1753.4,1753.4,719
5/14/2020,1724.3,1743.1,1720.5,1738.1,1738.1,672
5/13/2020,1702,1721.3,1701.9,1713.9,1713.9,431
05-12-2020,1699.3,1713.1,1699.3,1704.4,1704.4,324
05-11-2020,1702.3,1704.5,1690.2,1695.3,1695.3,749
05-08-2020,1726.2,1728.9,1703.8,1709.9,1709.9,330
05-07-2020,1686.2,1721.8,1685.6,1721.8,1721.8,853
05-06-2020,1704,1704,1684.2,1684.2,1684.2,469
05-05-2020,1701.5,1704.4,1697.2,1704.4,1704.4,82
05-04-2020,1702.6,1709,1699.6,1706.9,1706.9,320
05-01-2020,1686.6,1701.5,1670.5,1694.5,1694.5,337
4/30/2020,1719.3,1719.3,1680.8,1684.2,1684.2,327
4/29/2020,1710,1713.5,1702,1703.4,1703.4,373
4/28/2020,1716.6,1716.6,1707.1,1710.5,1710.5,1255
4/27/2020,1731.9,1731.9,1711.9,1711.9,1711.9,169
4/24/2020,1744,1744,1714.5,1723.5,1723.5,221
4/23/2020,1734,1745.1,1733.3,1733.3,1733.3,482
4/22/2020,1696,1728.7,1684.8,1728.7,1728.7,453
4/21/2020,1697,1707.1,1659.9,1678.2,1678.2,666
4/20/2020,1686,1701.6,1680,1701.6,1701.6,106
4/17/2020,1715.7,1725,1684.9,1689.2,1689.2,223
4/16/2020,1731,1750.6,1715,1720.4,1720.4,162
4/15/2020,1739.4,1744.9,1722.7,1727.2,1727.2,642
4/14/2020,1756.8,1775,1739.5,1756.7,1756.7,675
4/13/2020,1722,1756.8,1710.7,1744.8,1744.8,696
04-09-2020,1662.7,1736.2,1662.7,1736.2,1736.2,825
04-08-2020,1669.7,1677,1662.5,1665.4,1665.4,747
04-07-2020,1695.7,1724.4,1658,1664.8,1664.8,1144
04-06-2020,1629.1,1696.7,1625.9,1677,1677,1063
04-03-2020,1624.5,1636,1619.8,1633.7,1633.7,643
04-02-2020,1590.9,1631.2,1586,1625.7,1625.7,1294
04-01-2020,1570,1600,1570,1578.2,1578.2,2158
3/31/2020,1618.7,1621,1576,1583.4,1583.4,2874
3/30/2020,1641.2,1652.8,1607.2,1622,1622,16389
3/27/2020,1623.9,1623.9,1623.9,1623.9,1623.9,100638
3/26/2020,1660.5,1660.5,1650.1,1650.1,1650.1,3
3/25/2020,1676.5,1676.5,1631.1,1632.3,1632.3,476
3/24/2020,1592.7,1685.5,1592.7,1660.2,1660.2,442
3/23/2020,1505.3,1567,1490.2,1567,1567,51
3/20/2020,1483.5,1484,1483.5,1484,1484,14
3/19/2020,1481.5,1491.6,1471,1478.6,1478.6,262
3/18/2020,1537.5,1542,1477.3,1477.3,1477.3,333
3/17/2020,1469.3,1537.7,1469.3,1524.9,1524.9,122
3/16/2020,1569.1,1569.1,1452.1,1485.9,1485.9,193
3/13/2020,1574.9,1589.8,1513.8,1515.7,1515.7,89
03-12-2020,1637,1647.5,1566.4,1589.3,1589.3,256
03-11-2020,1656.6,1666.5,1635,1641.4,1641.4,47
03-10-2020,1671.6,1674.6,1643,1659.1,1659.1,48
03-09-2020,1696.1,1701.6,1657.7,1674.5,1674.5,161
03-06-2020,1670.8,1686.2,1647.2,1670.8,1670.8,175
03-05-2020,1637.3,1672.9,1637.2,1666.4,1666.4,154
03-04-2020,1645.4,1645.9,1631.3,1641.1,1641.1,83
03-03-2020,1594.5,1645.3,1594,1642.1,1642.1,610
03-02-2020,1583.9,1608.3,1574.3,1592.3,1592.3,537
2/28/2020,1640.3,1642.5,1564.1,1564.1,1564.1,289
2/27/2020,1641.1,1658,1638.5,1640,1640,707
2/26/2020,1644,1648.1,1636.4,1640,1640,1990
2/25/2020,1645.1,1653.7,1632.3,1646.9,1646.9,409
2/24/2020,1657,1686.6,1650,1672.4,1672.4,435
2/21/2020,1619.3,1645,1619.3,1644.6,1644.6,186
2/20/2020,1606.5,1621,1603,1616.6,1616.6,117
2/19/2020,1600.6,1610.5,1599.7,1607.5,1607.5,542
2/18/2020,1579.8,1604.3,1579.8,1600,1600,310
2/14/2020,1575.8,1582.7,1574.8,1582.7,1582.7,68
2/13/2020,1570.2,1575.1,1570.2,1575.1,1575.1,74
02-12-2020,1565.2,1568.7,1561,1567.4,1567.4,36
02-11-2020,1570.9,1571.1,1561.9,1565.6,1565.6,440
02-10-2020,1569.3,1574.7,1568.6,1574.7,1574.7,128
02-07-2020,1564.9,1571.9,1560.5,1568.6,1568.6,431
02-06-2020,1553.6,1565.6,1551.6,1565.1,1565.1,110
02-05-2020,1553.2,1560.7,1547.7,1557.8,1557.8,1305
02-04-2020,1577.7,1577.7,1547.8,1550.4,1550.4,978
02-03-2020,1592.9,1593.3,1568.2,1577.2,1577.2,1062
1/31/2020,1573.4,1589,1570,1582.9,1582.9,1095
1/30/2020,1576.8,1585,1571.4,1583.5,1583.5,62336
1/29/2020,1569.8,1569.8,1569.8,1569.8,1569.8,251274
1/28/2020,1576.4,1576.4,1569.2,1569.2,1569.2,3
1/27/2020,1584.3,1584.5,1576.8,1576.8,1576.8,22
1/24/2020,1556.3,1571.1,1556.3,1571.1,1571.1,43
1/23/2020,1553.1,1564.6,1552.2,1564.6,1564.6,15
1/22/2020,1549.8,1557.1,1549.8,1555.3,1555.3,42
1/21/2020,1559.3,1566.2,1551,1556.4,1556.4,45
1/17/2020,1554.1,1558.8,1553.6,1558.8,1558.8,108
1/16/2020,1555.7,1556.1,1548.5,1549,1549,98
1/15/2020,1548,1553.9,1545.6,1552.1,1552.1,11
1/14/2020,1546.7,1546.7,1534.9,1542.4,1542.4,32
1/13/2020,1557.4,1558,1548.4,1548.4,1548.4,48
01-10-2020,1551.2,1558.8,1545.4,1557.5,1557.5,16
01-09-2020,1555.7,1555.7,1543.3,1551.7,1551.7,54
01-08-2020,1579.7,1604.2,1552.3,1557.4,1557.4,236
01-07-2020,1558.3,1576.3,1558.3,1571.8,1571.8,47
01-06-2020,1580,1580,1560.4,1566.2,1566.2,416
01-03-2020,1530.1,1552.7,1530.1,1549.2,1549.2,107
01-02-2020,1518.1,1528.7,1518,1524.5,1524.5,214
12/31/2019,1513.8,1523.4,1513.8,1519.5,1519.5,301
12/30/2019,1512.6,1515.1,1510,1514.5,1514.5,446
12/27/2019,1513.8,1513.8,1513.8,1513.8,1513.8,839
12/26/2019,1505.2,1512.3,1505,1509.3,1509.3,126
12/24/2019,1488.7,1499.1,1488.7,1499.1,1499.1,52
12/23/2019,1482.3,1482.5,1479.9,1482.5,1482.5,391
12/20/2019,1476.7,1478.1,1474.7,1474.7,1474.7,118
12/19/2019,1475.9,1478.9,1473.3,1478.2,1478.2,319
12/18/2019,1472.6,1472.6,1472.6,1472.6,1472.6,250
12/17/2019,1474.1,1476.9,1474,1474.6,1474.6,410
12/16/2019,1473.8,1475.3,1473.8,1475,1475,99
12/13/2019,1463.1,1475.9,1463.1,1475.6,1475.6,468
12-12-2019,1475.1,1483.9,1463.7,1466.7,1466.7,955
12-11-2019,1463.1,1475.4,1463.1,1469.4,1469.4,393
12-10-2019,1460.7,1467.2,1460.7,1462.6,1462.6,367
12-09-2019,1458.8,1464.2,1458.6,1459.3,1459.3,1461
12-06-2019,1475,1476,1458.2,1459.1,1459.1,899
12-05-2019,1474.7,1478,1472.3,1476.9,1476.9,907
12-04-2019,1477.5,1483.4,1471.2,1474,1474,613
12-03-2019,1461.6,1480.4,1459.5,1478.2,1478.2,1460
12-02-2019,1462.8,1464.4,1453.3,1462.3,1462.3,2172
11/29/2019,1453.6,1465.6,1452.1,1465.6,1465.6,7020
11/27/2019,1461.1,1461.9,1452,1453.4,1453.4,88364
11/26/2019,1459.8,1459.8,1459.8,1459.8,1459.8,346362
11/25/2019,1457.1,1457.1,1455.5,1456.6,1456.6,14
11/22/2019,1468.6,1468.6,1463.1,1463.1,1463.1,19
11/21/2019,1463.1,1463.1,1463.1,1463.1,1463.1,16
11/20/2019,1472.6,1474.5,1467.3,1473.3,1473.3,31
11/19/2019,1467.7,1474.3,1467.7,1473.3,1473.3,18
11/18/2019,1472,1472,1469.7,1470.9,1470.9,141
11/15/2019,1469.1,1469.1,1467.3,1467.3,1467.3,13
11/14/2019,1463.8,1471.8,1463.7,1471.8,1471.8,83
11/13/2019,1456.8,1463.3,1456.8,1461.7,1461.7,56
11-12-2019,1454.9,1454.9,1447.1,1452.1,1452.1,6
11-11-2019,1461,1461,1449.3,1455.5,1455.5,22
